#	gene name	KO	thrshld	score	E-value	"KO definition"
#	---------	------	-------	------	---------	-------------
*	fig|1849170.5.peg.1945	K15633	73.80	723.2	6.6e-218	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
*	fig|1849170.5.peg.2150	K01689	259.63	742.0	1.7e-223	"enolase 1/2/3 [EC:4.2.1.11]"
	fig|1849170.5.peg.2410	K02588	363.57	249.9	1e-74	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.2410	K22899	558.90	168.5	4.6e-50	"vanadium nitrogenase iron protein"
	fig|1849170.5.peg.2411	K02591	430.50	26.8	4.9e-07	"nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]"
	fig|1849170.5.peg.2411	K02586	545.20	11.1	0.025	"nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]"
	fig|1849170.5.peg.2412	K02591	430.50	70.2	3.4e-20	"nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]"
	fig|1849170.5.peg.2412	K02586	545.20	34.8	1.6e-09	"nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]"
	fig|1849170.5.peg.2412	K22897	837.87	10.2	0.052	"vanadium-dependent nitrogenase beta chain [EC:1.18.6.2]"
	fig|1849170.5.peg.2450	K15634	204.30	72.2	1.3e-20	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849170.5.peg.2464	K00134	410.33	399.1	6.8e-120	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
	fig|1849170.5.peg.2563	K00134	410.33	403.9	2.4e-121	"glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]"
	fig|1849170.5.peg.2602	K02588	363.57	30.3	4.2e-08	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.2602	K22899	558.90	13.6	0.0076	"vanadium nitrogenase iron protein"
	fig|1849170.5.peg.2792	K15634	204.30	40.8	4.7e-11	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849170.5.peg.3015	K02588	363.57	24.8	2.1e-06	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.3029	K15634	204.30	117.6	2e-34	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
	fig|1849170.5.peg.3073	K15633	73.80	39.4	5.7e-11	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
	fig|1849170.5.peg.3112	K02588	363.57	17.6	0.0003	"nitrogenase iron protein NifH"
*	fig|1849170.5.peg.3174	K18425	508.83	595.7	7.6e-180	"3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]"
	fig|1849170.5.peg.3258	K02588	363.57	39.2	8.6e-11	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.3258	K22899	558.90	19.9	9.4e-05	"vanadium nitrogenase iron protein"
	fig|1849170.5.peg.3502	K15633	73.80	18.7	0.00011	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
	fig|1849170.5.peg.3622	K15633	73.80	36.5	4.3e-10	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
	fig|1849170.5.peg.3936	K15633	73.80	21.3	1.8e-05	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
	fig|1849170.5.peg.3950	K18425	508.83	10.8	0.043	"3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]"
	fig|1849170.5.peg.3952	K02588	363.57	19.1	0.0001	"nitrogenase iron protein NifH"
	fig|1849170.5.peg.4446	K18425	508.83	284.6	2.7e-85	"3-hydroxy-D-aspartate aldolase [EC:4.1.3.41]"
	fig|1849170.5.peg.4537	K02588	363.57	21.3	2.4e-05	"nitrogenase iron protein NifH"
